Col,Row,Year,Race,Gender,Ethnicity,AgeRange,Population
46161,1,2010,ALL,ALL,ALL,1TO4,124
46161,1,2010,ALL,ALL,ALL,FIVE,38
46161,1,2010,ALL,ALL,ALL,6TO12,248
46161,1,2010,ALL,ALL,ALL,13TO17,225
46161,1,2010,ALL,ALL,ALL,EIGHTEEN,52
46161,1,2010,ALL,ALL,ALL,19TO64,1659
46161,1,2010,ALL,ALL,ALL,65TO69,138
46161,1,2010,ALL,ALL,ALL,70TO74,107
46161,1,2010,ALL,ALL,ALL,75UP,239
46162,1,2010,ALL,ALL,ALL,INFANT,3
46162,1,2010,ALL,ALL,ALL,1TO4,23
46162,1,2010,ALL,ALL,ALL,FIVE,6
46162,1,2010,ALL,ALL,ALL,6TO12,36
46162,1,2010,ALL,ALL,ALL,13TO17,33
46162,1,2010,ALL,ALL,ALL,EIGHTEEN,9
46162,1,2010,ALL,ALL,ALL,19TO64,294
46162,1,2010,ALL,ALL,ALL,65TO69,18
46162,1,2010,ALL,ALL,ALL,70TO74,15
46162,1,2010,ALL,ALL,ALL,75UP,21
46163,1,2010,ALL,ALL,ALL,INFANT,85
46163,1,2010,ALL,ALL,ALL,1TO4,518
46163,1,2010,ALL,ALL,ALL,FIVE,153
46163,1,2010,ALL,ALL,ALL,6TO12,1376
46163,1,2010,ALL,ALL,ALL,13TO17,1130
46163,1,2010,ALL,ALL,ALL,EIGHTEEN,207
46163,1,2010,ALL,ALL,ALL,19TO64,7092
46163,1,2010,ALL,ALL,ALL,65TO69,573
46163,1,2010,ALL,ALL,ALL,70TO74,358
46163,1,2010,ALL,ALL,ALL,75UP,471
46164,1,2010,ALL,ALL,ALL,INFANT,37
46164,1,2010,ALL,ALL,ALL,1TO4,149
46164,1,2010,ALL,ALL,ALL,FIVE,44
46164,1,2010,ALL,ALL,ALL,6TO12,361
46164,1,2010,ALL,ALL,ALL,13TO17,325
46164,1,2010,ALL,ALL,ALL,EIGHTEEN,55
46164,1,2010,ALL,ALL,ALL,19TO64,2431
46164,1,2010,ALL,ALL,ALL,65TO69,226
46164,1,2010,ALL,ALL,ALL,70TO74,145
46164,1,2010,ALL,ALL,ALL,75UP,184
46165,1,2010,ALL,ALL,ALL,INFANT,11
46165,1,2010,ALL,ALL,ALL,1TO4,62
46165,1,2010,ALL,ALL,ALL,FIVE,11
46165,1,2010,ALL,ALL,ALL,6TO12,128
46165,1,2010,ALL,ALL,ALL,13TO17,120
46165,1,2010,ALL,ALL,ALL,EIGHTEEN,18
46165,1,2010,ALL,ALL,ALL,19TO64,914
46165,1,2010,ALL,ALL,ALL,65TO69,73
46165,1,2010,ALL,ALL,ALL,70TO74,65
46165,1,2010,ALL,ALL,ALL,75UP,96
46166,1,2010,ALL,ALL,ALL,INFANT,26
46166,1,2010,ALL,ALL,ALL,1TO4,109
46166,1,2010,ALL,ALL,ALL,FIVE,26
46166,1,2010,ALL,ALL,ALL,6TO12,259
46166,1,2010,ALL,ALL,ALL,13TO17,176
46166,1,2010,ALL,ALL,ALL,EIGHTEEN,48
46166,1,2010,ALL,ALL,ALL,19TO64,1395
46166,1,2010,ALL,ALL,ALL,65TO69,114
46166,1,2010,ALL,ALL,ALL,70TO74,72
46166,1,2010,ALL,ALL,ALL,75UP,81
46167,1,2010,ALL,ALL,ALL,INFANT,79
46167,1,2010,ALL,ALL,ALL,1TO4,293
46167,1,2010,ALL,ALL,ALL,FIVE,85
46167,1,2010,ALL,ALL,ALL,6TO12,784
46167,1,2010,ALL,ALL,ALL,13TO17,606
46167,1,2010,ALL,ALL,ALL,EIGHTEEN,101
46167,1,2010,ALL,ALL,ALL,19TO64,3718
46167,1,2010,ALL,ALL,ALL,65TO69,265
46167,1,2010,ALL,ALL,ALL,70TO74,175
46167,1,2010,ALL,ALL,ALL,75UP,230
46168,1,2010,ALL,ALL,ALL,INFANT,373
46168,1,2010,ALL,ALL,ALL,1TO4,1534
46168,1,2010,ALL,ALL,ALL,FIVE,422
46168,1,2010,ALL,ALL,ALL,6TO12,2989
46168,1,2010,ALL,ALL,ALL,13TO17,2042
46168,1,2010,ALL,ALL,ALL,EIGHTEEN,382
46168,1,2010,ALL,ALL,ALL,19TO64,19072
46168,1,2010,ALL,ALL,ALL,65TO69,1113
46168,1,2010,ALL,ALL,ALL,70TO74,787
46168,1,2010,ALL,ALL,ALL,75UP,1595
46171,1,2010,ALL,ALL,ALL,INFANT,13
46171,1,2010,ALL,ALL,ALL,1TO4,57
46171,1,2010,ALL,ALL,ALL,FIVE,12
46171,1,2010,ALL,ALL,ALL,6TO12,149
46171,1,2010,ALL,ALL,ALL,13TO17,147
46171,1,2010,ALL,ALL,ALL,EIGHTEEN,29
46171,1,2010,ALL,ALL,ALL,19TO64,1041
46171,1,2010,ALL,ALL,ALL,65TO69,96
46171,1,2010,ALL,ALL,ALL,70TO74,69
46171,1,2010,ALL,ALL,ALL,75UP,82
46172,1,2010,ALL,ALL,ALL,INFANT,23
46172,1,2010,ALL,ALL,ALL,1TO4,112
46172,1,2010,ALL,ALL,ALL,FIVE,29
46172,1,2010,ALL,ALL,ALL,6TO12,241
46172,1,2010,ALL,ALL,ALL,13TO17,199
46172,1,2010,ALL,ALL,ALL,EIGHTEEN,35
46172,1,2010,ALL,ALL,ALL,19TO64,1428
46172,1,2010,ALL,ALL,ALL,65TO69,106
46172,1,2010,ALL,ALL,ALL,70TO74,92
46172,1,2010,ALL,ALL,ALL,75UP,162
46175,1,2010,ALL,ALL,ALL,INFANT,9
46175,1,2010,ALL,ALL,ALL,1TO4,25
46175,1,2010,ALL,ALL,ALL,FIVE,4
46175,1,2010,ALL,ALL,ALL,6TO12,47
46175,1,2010,ALL,ALL,ALL,13TO17,46
46175,1,2010,ALL,ALL,ALL,EIGHTEEN,9
46175,1,2010,ALL,ALL,ALL,19TO64,368
46175,1,2010,ALL,ALL,ALL,65TO69,21
46175,1,2010,ALL,ALL,ALL,70TO74,30
46175,1,2010,ALL,ALL,ALL,75UP,38
46176,1,2010,ALL,ALL,ALL,INFANT,376
46176,1,2010,ALL,ALL,ALL,1TO4,1494
46176,1,2010,ALL,ALL,ALL,FIVE,398
46176,1,2010,ALL,ALL,ALL,6TO12,2657
46176,1,2010,ALL,ALL,ALL,13TO17,1972
46176,1,2010,ALL,ALL,ALL,EIGHTEEN,372
46176,1,2010,ALL,ALL,ALL,19TO64,16723
46176,1,2010,ALL,ALL,ALL,65TO69,1115
46176,1,2010,ALL,ALL,ALL,70TO74,898
46176,1,2010,ALL,ALL,ALL,75UP,1811
46180,1,2010,ALL,ALL,ALL,INFANT,9
46180,1,2010,ALL,ALL,ALL,1TO4,36
46180,1,2010,ALL,ALL,ALL,FIVE,15
46180,1,2010,ALL,ALL,ALL,6TO12,86
46180,1,2010,ALL,ALL,ALL,13TO17,93
46180,1,2010,ALL,ALL,ALL,EIGHTEEN,8
46180,1,2010,ALL,ALL,ALL,19TO64,612
46180,1,2010,ALL,ALL,ALL,65TO69,63
46180,1,2010,ALL,ALL,ALL,70TO74,41
46180,1,2010,ALL,ALL,ALL,75UP,65
46181,1,2010,ALL,ALL,ALL,INFANT,39
46181,1,2010,ALL,ALL,ALL,1TO4,214
46181,1,2010,ALL,ALL,ALL,FIVE,53
46181,1,2010,ALL,ALL,ALL,6TO12,482
46181,1,2010,ALL,ALL,ALL,13TO17,425
46181,1,2010,ALL,ALL,ALL,EIGHTEEN,81
46181,1,2010,ALL,ALL,ALL,19TO64,2911
46181,1,2010,ALL,ALL,ALL,65TO69,249
46181,1,2010,ALL,ALL,ALL,70TO74,158
46181,1,2010,ALL,ALL,ALL,75UP,220
46182,1,2010,ALL,ALL,ALL,INFANT,21
46182,1,2010,ALL,ALL,ALL,1TO4,82
46182,1,2010,ALL,ALL,ALL,FIVE,25
46182,1,2010,ALL,ALL,ALL,6TO12,156
46182,1,2010,ALL,ALL,ALL,13TO17,138
46182,1,2010,ALL,ALL,ALL,EIGHTEEN,24
46182,1,2010,ALL,ALL,ALL,19TO64,1146
46182,1,2010,ALL,ALL,ALL,65TO69,82
46182,1,2010,ALL,ALL,ALL,70TO74,71
46182,1,2010,ALL,ALL,ALL,75UP,182
46184,1,2010,ALL,ALL,ALL,INFANT,151
46184,1,2010,ALL,ALL,ALL,1TO4,666
46184,1,2010,ALL,ALL,ALL,FIVE,175
46184,1,2010,ALL,ALL,ALL,6TO12,1357
46184,1,2010,ALL,ALL,ALL,13TO17,986
46184,1,2010,ALL,ALL,ALL,EIGHTEEN,160
46184,1,2010,ALL,ALL,ALL,19TO64,7144
46184,1,2010,ALL,ALL,ALL,65TO69,400
46184,1,2010,ALL,ALL,ALL,70TO74,288
46184,1,2010,ALL,ALL,ALL,75UP,479
46186,1,2010,ALL,ALL,ALL,INFANT,15
46186,1,2010,ALL,ALL,ALL,1TO4,79
46186,1,2010,ALL,ALL,ALL,FIVE,12
46186,1,2010,ALL,ALL,ALL,6TO12,205
46186,1,2010,ALL,ALL,ALL,13TO17,145
46186,1,2010,ALL,ALL,ALL,EIGHTEEN,26
46186,1,2010,ALL,ALL,ALL,19TO64,1028
46186,1,2010,ALL,ALL,ALL,65TO69,87
46186,1,2010,ALL,ALL,ALL,70TO74,57
46186,1,2010,ALL,ALL,ALL,75UP,99
46201,1,2010,ALL,ALL,ALL,INFANT,542
46201,1,2010,ALL,ALL,ALL,1TO4,2216
46201,1,2010,ALL,ALL,ALL,FIVE,481
46201,1,2010,ALL,ALL,ALL,6TO12,2942
46201,1,2010,ALL,ALL,ALL,13TO17,1903
46201,1,2010,ALL,ALL,ALL,EIGHTEEN,428
46201,1,2010,ALL,ALL,ALL,19TO64,20118
46201,1,2010,ALL,ALL,ALL,65TO69,824
46201,1,2010,ALL,ALL,ALL,70TO74,612
46201,1,2010,ALL,ALL,ALL,75UP,896
46202,1,2010,ALL,ALL,ALL,INFANT,141
46202,1,2010,ALL,ALL,ALL,1TO4,508
46202,1,2010,ALL,ALL,ALL,FIVE,115
46202,1,2010,ALL,ALL,ALL,6TO12,555
46202,1,2010,ALL,ALL,ALL,13TO17,378
46202,1,2010,ALL,ALL,ALL,EIGHTEEN,247
46202,1,2010,ALL,ALL,ALL,19TO64,13023
46202,1,2010,ALL,ALL,ALL,65TO69,480
46202,1,2010,ALL,ALL,ALL,70TO74,281
46202,1,2010,ALL,ALL,ALL,75UP,607
46203,1,2010,ALL,ALL,ALL,INFANT,657
46203,1,2010,ALL,ALL,ALL,1TO4,2705
46203,1,2010,ALL,ALL,ALL,FIVE,590
46203,1,2010,ALL,ALL,ALL,6TO12,3942
46203,1,2010,ALL,ALL,ALL,13TO17,2533
46203,1,2010,ALL,ALL,ALL,EIGHTEEN,499
46203,1,2010,ALL,ALL,ALL,19TO64,23868
46203,1,2010,ALL,ALL,ALL,65TO69,1294
46203,1,2010,ALL,ALL,ALL,70TO74,1006
46203,1,2010,ALL,ALL,ALL,75UP,1856
46204,1,2010,ALL,ALL,ALL,INFANT,23
46204,1,2010,ALL,ALL,ALL,1TO4,57
46204,1,2010,ALL,ALL,ALL,FIVE,10
46204,1,2010,ALL,ALL,ALL,6TO12,39
46204,1,2010,ALL,ALL,ALL,13TO17,49
46204,1,2010,ALL,ALL,ALL,EIGHTEEN,30
46204,1,2010,ALL,ALL,ALL,19TO64,4684
46204,1,2010,ALL,ALL,ALL,65TO69,109
46204,1,2010,ALL,ALL,ALL,70TO74,44
46204,1,2010,ALL,ALL,ALL,75UP,80
46205,1,2010,ALL,ALL,ALL,INFANT,439
46205,1,2010,ALL,ALL,ALL,1TO4,1537
46205,1,2010,ALL,ALL,ALL,FIVE,317
46205,1,2010,ALL,ALL,ALL,6TO12,2148
46205,1,2010,ALL,ALL,ALL,13TO17,1410
46205,1,2010,ALL,ALL,ALL,EIGHTEEN,346
46205,1,2010,ALL,ALL,ALL,19TO64,16782
46205,1,2010,ALL,ALL,ALL,65TO69,756
46205,1,2010,ALL,ALL,ALL,70TO74,594
46205,1,2010,ALL,ALL,ALL,75UP,1027
46208,1,2010,ALL,ALL,ALL,INFANT,264
46208,1,2010,ALL,ALL,ALL,1TO4,984
46208,1,2010,ALL,ALL,ALL,FIVE,233
46208,1,2010,ALL,ALL,ALL,6TO12,1639
46208,1,2010,ALL,ALL,ALL,13TO17,1073
46208,1,2010,ALL,ALL,ALL,EIGHTEEN,505
46208,1,2010,ALL,ALL,ALL,19TO64,14873
46208,1,2010,ALL,ALL,ALL,65TO69,694
46208,1,2010,ALL,ALL,ALL,70TO74,583
46208,1,2010,ALL,ALL,ALL,75UP,1391
46214,1,2010,ALL,ALL,ALL,INFANT,342
46214,1,2010,ALL,ALL,ALL,1TO4,1400
46214,1,2010,ALL,ALL,ALL,FIVE,325
46214,1,2010,ALL,ALL,ALL,6TO12,1989
46214,1,2010,ALL,ALL,ALL,13TO17,1558
46214,1,2010,ALL,ALL,ALL,EIGHTEEN,332
46214,1,2010,ALL,ALL,ALL,19TO64,15612
46214,1,2010,ALL,ALL,ALL,65TO69,721
46214,1,2010,ALL,ALL,ALL,70TO74,530
46214,1,2010,ALL,ALL,ALL,75UP,1497
46216,1,2010,ALL,ALL,ALL,INFANT,13
46216,1,2010,ALL,ALL,ALL,1TO4,63
46216,1,2010,ALL,ALL,ALL,FIVE,15
46216,1,2010,ALL,ALL,ALL,6TO12,93
46216,1,2010,ALL,ALL,ALL,13TO17,74
46216,1,2010,ALL,ALL,ALL,EIGHTEEN,19
46216,1,2010,ALL,ALL,ALL,19TO64,977
46216,1,2010,ALL,ALL,ALL,65TO69,74
46216,1,2010,ALL,ALL,ALL,70TO74,79
46216,1,2010,ALL,ALL,ALL,75UP,290
46217,1,2010,ALL,ALL,ALL,INFANT,430
46217,1,2010,ALL,ALL,ALL,1TO4,1657
46217,1,2010,ALL,ALL,ALL,FIVE,417
46217,1,2010,ALL,ALL,ALL,6TO12,2837
46217,1,2010,ALL,ALL,ALL,13TO17,2050
46217,1,2010,ALL,ALL,ALL,EIGHTEEN,376
46217,1,2010,ALL,ALL,ALL,19TO64,18468
46217,1,2010,ALL,ALL,ALL,65TO69,990
46217,1,2010,ALL,ALL,ALL,70TO74,764
46217,1,2010,ALL,ALL,ALL,75UP,1369
46218,1,2010,ALL,ALL,ALL,INFANT,428
46218,1,2010,ALL,ALL,ALL,1TO4,1701
46218,1,2010,ALL,ALL,ALL,FIVE,410
46218,1,2010,ALL,ALL,ALL,6TO12,2984
46218,1,2010,ALL,ALL,ALL,13TO17,2052
46218,1,2010,ALL,ALL,ALL,EIGHTEEN,436
46218,1,2010,ALL,ALL,ALL,19TO64,16733
46218,1,2010,ALL,ALL,ALL,65TO69,1338
46218,1,2010,ALL,ALL,ALL,70TO74,1053
46218,1,2010,ALL,ALL,ALL,75UP,1893
46219,1,2010,ALL,ALL,ALL,INFANT,438
46219,1,2010,ALL,ALL,ALL,1TO4,1791
46219,1,2010,ALL,ALL,ALL,FIVE,452
46219,1,2010,ALL,ALL,ALL,6TO12,2849
46219,1,2010,ALL,ALL,ALL,13TO17,2066
46219,1,2010,ALL,ALL,ALL,EIGHTEEN,375
46219,1,2010,ALL,ALL,ALL,19TO64,20724
46219,1,2010,ALL,ALL,ALL,65TO69,1338
46219,1,2010,ALL,ALL,ALL,70TO74,1069
46219,1,2010,ALL,ALL,ALL,75UP,2828
46220,1,2010,ALL,ALL,ALL,INFANT,468
46220,1,2010,ALL,ALL,ALL,1TO4,1676
46220,1,2010,ALL,ALL,ALL,FIVE,350
46220,1,2010,ALL,ALL,ALL,6TO12,2308
46220,1,2010,ALL,ALL,ALL,13TO17,1676
46220,1,2010,ALL,ALL,ALL,EIGHTEEN,332
46220,1,2010,ALL,ALL,ALL,19TO64,24095
46220,1,2010,ALL,ALL,ALL,65TO69,1137
46220,1,2010,ALL,ALL,ALL,70TO74,806
46220,1,2010,ALL,ALL,ALL,75UP,1982
46221,1,2010,ALL,ALL,ALL,INFANT,455
46221,1,2010,ALL,ALL,ALL,1TO4,1709
46221,1,2010,ALL,ALL,ALL,FIVE,421
46221,1,2010,ALL,ALL,ALL,6TO12,2949
46221,1,2010,ALL,ALL,ALL,13TO17,2046
46221,1,2010,ALL,ALL,ALL,EIGHTEEN,333
46221,1,2010,ALL,ALL,ALL,19TO64,15980
46221,1,2010,ALL,ALL,ALL,65TO69,851
46221,1,2010,ALL,ALL,ALL,70TO74,653
46221,1,2010,ALL,ALL,ALL,75UP,996
46222,1,2010,ALL,ALL,ALL,INFANT,624
46222,1,2010,ALL,ALL,ALL,1TO4,2432
46222,1,2010,ALL,ALL,ALL,FIVE,571
46222,1,2010,ALL,ALL,ALL,6TO12,3582
46222,1,2010,ALL,ALL,ALL,13TO17,2300
46222,1,2010,ALL,ALL,ALL,EIGHTEEN,549
46222,1,2010,ALL,ALL,ALL,19TO64,21250
46222,1,2010,ALL,ALL,ALL,65TO69,798
46222,1,2010,ALL,ALL,ALL,70TO74,668
46222,1,2010,ALL,ALL,ALL,75UP,1270
46224,1,2010,ALL,ALL,ALL,INFANT,667
46224,1,2010,ALL,ALL,ALL,1TO4,2538
46224,1,2010,ALL,ALL,ALL,FIVE,575
46224,1,2010,ALL,ALL,ALL,6TO12,3433
46224,1,2010,ALL,ALL,ALL,13TO17,2128
46224,1,2010,ALL,ALL,ALL,EIGHTEEN,478
46224,1,2010,ALL,ALL,ALL,19TO64,21967
46224,1,2010,ALL,ALL,ALL,65TO69,887
46224,1,2010,ALL,ALL,ALL,70TO74,687
46224,1,2010,ALL,ALL,ALL,75UP,1734
46225,1,2010,ALL,ALL,ALL,INFANT,98
46225,1,2010,ALL,ALL,ALL,1TO4,445
46225,1,2010,ALL,ALL,ALL,FIVE,104
46225,1,2010,ALL,ALL,ALL,6TO12,722
46225,1,2010,ALL,ALL,ALL,13TO17,436
46225,1,2010,ALL,ALL,ALL,EIGHTEEN,96
46225,1,2010,ALL,ALL,ALL,19TO64,4843
46225,1,2010,ALL,ALL,ALL,65TO69,207
46225,1,2010,ALL,ALL,ALL,70TO74,135
46225,1,2010,ALL,ALL,ALL,75UP,233
46226,1,2010,ALL,ALL,ALL,INFANT,639
46226,1,2010,ALL,ALL,ALL,1TO4,2635
46226,1,2010,ALL,ALL,ALL,FIVE,651
46226,1,2010,ALL,ALL,ALL,6TO12,4783
46226,1,2010,ALL,ALL,ALL,13TO17,3362
46226,1,2010,ALL,ALL,ALL,EIGHTEEN,720
46226,1,2010,ALL,ALL,ALL,19TO64,25960
46226,1,2010,ALL,ALL,ALL,65TO69,1740
46226,1,2010,ALL,ALL,ALL,70TO74,1243
46226,1,2010,ALL,ALL,ALL,75UP,2171
46227,1,2010,ALL,ALL,ALL,INFANT,973
46227,1,2010,ALL,ALL,ALL,1TO4,3492
46227,1,2010,ALL,ALL,ALL,FIVE,724
46227,1,2010,ALL,ALL,ALL,6TO12,4916
46227,1,2010,ALL,ALL,ALL,13TO17,3278
46227,1,2010,ALL,ALL,ALL,EIGHTEEN,908
46227,1,2010,ALL,ALL,ALL,19TO64,35782
46227,1,2010,ALL,ALL,ALL,65TO69,1865
46227,1,2010,ALL,ALL,ALL,70TO74,1491
46227,1,2010,ALL,ALL,ALL,75UP,3657
46228,1,2010,ALL,ALL,ALL,INFANT,153
46228,1,2010,ALL,ALL,ALL,1TO4,685
46228,1,2010,ALL,ALL,ALL,FIVE,167
46228,1,2010,ALL,ALL,ALL,6TO12,1328
46228,1,2010,ALL,ALL,ALL,13TO17,1091
46228,1,2010,ALL,ALL,ALL,EIGHTEEN,204
46228,1,2010,ALL,ALL,ALL,19TO64,9020
46228,1,2010,ALL,ALL,ALL,65TO69,710
46228,1,2010,ALL,ALL,ALL,70TO74,520
46228,1,2010,ALL,ALL,ALL,75UP,877
46229,1,2010,ALL,ALL,ALL,INFANT,414
46229,1,2010,ALL,ALL,ALL,1TO4,1677
46229,1,2010,ALL,ALL,ALL,FIVE,430
46229,1,2010,ALL,ALL,ALL,6TO12,3086
46229,1,2010,ALL,ALL,ALL,13TO17,2381
46229,1,2010,ALL,ALL,ALL,EIGHTEEN,444
46229,1,2010,ALL,ALL,ALL,19TO64,16080
46229,1,2010,ALL,ALL,ALL,65TO69,876
46229,1,2010,ALL,ALL,ALL,70TO74,631
46229,1,2010,ALL,ALL,ALL,75UP,1243
46231,1,2010,ALL,ALL,ALL,INFANT,171
46231,1,2010,ALL,ALL,ALL,1TO4,706
46231,1,2010,ALL,ALL,ALL,FIVE,164
46231,1,2010,ALL,ALL,ALL,6TO12,1250
46231,1,2010,ALL,ALL,ALL,13TO17,862
46231,1,2010,ALL,ALL,ALL,EIGHTEEN,191
46231,1,2010,ALL,ALL,ALL,19TO64,6344
46231,1,2010,ALL,ALL,ALL,65TO69,289
46231,1,2010,ALL,ALL,ALL,70TO74,196
46231,1,2010,ALL,ALL,ALL,75UP,267
46234,1,2010,ALL,ALL,ALL,INFANT,370
46234,1,2010,ALL,ALL,ALL,1TO4,1511
46234,1,2010,ALL,ALL,ALL,FIVE,390
46234,1,2010,ALL,ALL,ALL,6TO12,2606
46234,1,2010,ALL,ALL,ALL,13TO17,1727
46234,1,2010,ALL,ALL,ALL,EIGHTEEN,309
46234,1,2010,ALL,ALL,ALL,19TO64,15361
46234,1,2010,ALL,ALL,ALL,65TO69,839
46234,1,2010,ALL,ALL,ALL,70TO74,584
46234,1,2010,ALL,ALL,ALL,75UP,1113
46235,1,2010,ALL,ALL,ALL,INFANT,679
46235,1,2010,ALL,ALL,ALL,1TO4,2738
46235,1,2010,ALL,ALL,ALL,FIVE,592
46235,1,2010,ALL,ALL,ALL,6TO12,3984
46235,1,2010,ALL,ALL,ALL,13TO17,2549
46235,1,2010,ALL,ALL,ALL,EIGHTEEN,499
46235,1,2010,ALL,ALL,ALL,19TO64,18119
46235,1,2010,ALL,ALL,ALL,65TO69,623
46235,1,2010,ALL,ALL,ALL,70TO74,437
46235,1,2010,ALL,ALL,ALL,75UP,605
46236,1,2010,ALL,ALL,ALL,INFANT,353
46236,1,2010,ALL,ALL,ALL,1TO4,1484
46236,1,2010,ALL,ALL,ALL,FIVE,382
46236,1,2010,ALL,ALL,ALL,6TO12,2893
46236,1,2010,ALL,ALL,ALL,13TO17,2373
46236,1,2010,ALL,ALL,ALL,EIGHTEEN,421
46236,1,2010,ALL,ALL,ALL,19TO64,16927
46236,1,2010,ALL,ALL,ALL,65TO69,816
46236,1,2010,ALL,ALL,ALL,70TO74,529
46236,1,2010,ALL,ALL,ALL,75UP,1116
46237,1,2010,ALL,ALL,ALL,INFANT,545
46237,1,2010,ALL,ALL,ALL,1TO4,2343
46237,1,2010,ALL,ALL,ALL,FIVE,627
46237,1,2010,ALL,ALL,ALL,6TO12,3975
46237,1,2010,ALL,ALL,ALL,13TO17,2773
46237,1,2010,ALL,ALL,ALL,EIGHTEEN,490
46237,1,2010,ALL,ALL,ALL,19TO64,24820
46237,1,2010,ALL,ALL,ALL,65TO69,1310
46237,1,2010,ALL,ALL,ALL,70TO74,887
46237,1,2010,ALL,ALL,ALL,75UP,1854
46239,1,2010,ALL,ALL,ALL,INFANT,381
46239,1,2010,ALL,ALL,ALL,1TO4,1641
46239,1,2010,ALL,ALL,ALL,FIVE,388
46239,1,2010,ALL,ALL,ALL,6TO12,2914
46239,1,2010,ALL,ALL,ALL,13TO17,2115
46239,1,2010,ALL,ALL,ALL,EIGHTEEN,359
46239,1,2010,ALL,ALL,ALL,19TO64,15399
46239,1,2010,ALL,ALL,ALL,65TO69,762
46239,1,2010,ALL,ALL,ALL,70TO74,518
46239,1,2010,ALL,ALL,ALL,75UP,868
46240,1,2010,ALL,ALL,ALL,INFANT,199
46240,1,2010,ALL,ALL,ALL,1TO4,791
46240,1,2010,ALL,ALL,ALL,FIVE,192
46240,1,2010,ALL,ALL,ALL,6TO12,1276
46240,1,2010,ALL,ALL,ALL,13TO17,935
46240,1,2010,ALL,ALL,ALL,EIGHTEEN,198
46240,1,2010,ALL,ALL,ALL,19TO64,11884
46240,1,2010,ALL,ALL,ALL,65TO69,818
46240,1,2010,ALL,ALL,ALL,70TO74,608
46240,1,2010,ALL,ALL,ALL,75UP,1830
46241,1,2010,ALL,ALL,ALL,INFANT,528
46241,1,2010,ALL,ALL,ALL,1TO4,2136
46241,1,2010,ALL,ALL,ALL,FIVE,469
46241,1,2010,ALL,ALL,ALL,6TO12,3371
46241,1,2010,ALL,ALL,ALL,13TO17,2310
46241,1,2010,ALL,ALL,ALL,EIGHTEEN,457
46241,1,2010,ALL,ALL,ALL,19TO64,18561
46241,1,2010,ALL,ALL,ALL,65TO69,973
46241,1,2010,ALL,ALL,ALL,70TO74,690
46241,1,2010,ALL,ALL,ALL,75UP,1175
46250,1,2010,ALL,ALL,ALL,INFANT,261
46250,1,2010,ALL,ALL,ALL,1TO4,858
46250,1,2010,ALL,ALL,ALL,FIVE,182
46250,1,2010,ALL,ALL,ALL,6TO12,1156
46250,1,2010,ALL,ALL,ALL,13TO17,861
46250,1,2010,ALL,ALL,ALL,EIGHTEEN,177
46250,1,2010,ALL,ALL,ALL,19TO64,12853
46250,1,2010,ALL,ALL,ALL,65TO69,634
46250,1,2010,ALL,ALL,ALL,70TO74,472
46250,1,2010,ALL,ALL,ALL,75UP,1092
46254,1,2010,ALL,ALL,ALL,INFANT,742
46254,1,2010,ALL,ALL,ALL,1TO4,2758
46254,1,2010,ALL,ALL,ALL,FIVE,587
46254,1,2010,ALL,ALL,ALL,6TO12,4132
46254,1,2010,ALL,ALL,ALL,13TO17,2534
46254,1,2010,ALL,ALL,ALL,EIGHTEEN,525
46254,1,2010,ALL,ALL,ALL,19TO64,24563
46254,1,2010,ALL,ALL,ALL,65TO69,840
46254,1,2010,ALL,ALL,ALL,70TO74,538
46254,1,2010,ALL,ALL,ALL,75UP,876
46256,1,2010,ALL,ALL,ALL,INFANT,320
46256,1,2010,ALL,ALL,ALL,1TO4,1077
46256,1,2010,ALL,ALL,ALL,FIVE,274
46256,1,2010,ALL,ALL,ALL,6TO12,1961
46256,1,2010,ALL,ALL,ALL,13TO17,1720
46256,1,2010,ALL,ALL,ALL,EIGHTEEN,336
46256,1,2010,ALL,ALL,ALL,19TO64,15109
46256,1,2010,ALL,ALL,ALL,65TO69,914
46256,1,2010,ALL,ALL,ALL,70TO74,650
46256,1,2010,ALL,ALL,ALL,75UP,1286
46259,1,2010,ALL,ALL,ALL,INFANT,171
46259,1,2010,ALL,ALL,ALL,1TO4,795
46259,1,2010,ALL,ALL,ALL,FIVE,209
46259,1,2010,ALL,ALL,ALL,6TO12,1435
46259,1,2010,ALL,ALL,ALL,13TO17,963
46259,1,2010,ALL,ALL,ALL,EIGHTEEN,149
46259,1,2010,ALL,ALL,ALL,19TO64,6832
46259,1,2010,ALL,ALL,ALL,65TO69,389
46259,1,2010,ALL,ALL,ALL,70TO74,275
46259,1,2010,ALL,ALL,ALL,75UP,399
46260,1,2010,ALL,ALL,ALL,INFANT,456
46260,1,2010,ALL,ALL,ALL,1TO4,1908
46260,1,2010,ALL,ALL,ALL,FIVE,406
46260,1,2010,ALL,ALL,ALL,6TO12,2978
46260,1,2010,ALL,ALL,ALL,13TO17,2098
46260,1,2010,ALL,ALL,ALL,EIGHTEEN,464
46260,1,2010,ALL,ALL,ALL,19TO64,19420
46260,1,2010,ALL,ALL,ALL,65TO69,1111
46260,1,2010,ALL,ALL,ALL,70TO74,941
46260,1,2010,ALL,ALL,ALL,75UP,2624
46268,1,2010,ALL,ALL,ALL,INFANT,386
46268,1,2010,ALL,ALL,ALL,1TO4,1445
46268,1,2010,ALL,ALL,ALL,FIVE,370
46268,1,2010,ALL,ALL,ALL,6TO12,2164
46268,1,2010,ALL,ALL,ALL,13TO17,1515
46268,1,2010,ALL,ALL,ALL,EIGHTEEN,345
